"ID","Liceo","Cittadinanza","Scuola Triennale","CDS Triennale","Carriera Triennale","Scuola Magistrale","CDS Magistrale","Carriera Magistrale"
"99600556","TECNICA INDUSTRIALE","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99595700","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLA PRODUZIONE INDUSTRIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99608625","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99602195","TECNICA INDUSTRIALE","PERUVIANA","Ing Ind - Inf","INGEGNERIA DELLA PRODUZIONE INDUSTRIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99595814","TECNICA INDUSTRIALE","ITALIANA","Ing - Civ","INGEGNERIA CIVILE E AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99602954","Magistrale","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Laurea Triennale Ing - Civ","#N/A","#N/A","#N/A"
"99719960","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597817","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLA PRODUZIONE INDUSTRIALE","S","#N/A","#N/A","#N/A"
"99597775","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592726","ESTERA","BRASILIANA","Ing - Civ","INGEGNERIA CIVILE E AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609357","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99603024","ESTERA","BOLIVIANA","Ing Ind - Inf","INGEGNERIA DELLA PRODUZIONE INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99608983","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99606305","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99611810","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99609489","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99609053","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE E AMBIENTALE","Laurea Triennale Ing - Civ","#N/A","#N/A","#N/A"
"99609757","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Attiva Triennale","#N/A","#N/A","#N/A"
"99605865","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99601715","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99609621","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE E AMBIENTALE","Laurea Triennale Ing - Civ","#N/A","#N/A","#N/A"
"99602133","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLA PRODUZIONE INDUSTRIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99627025","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99601933","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596220","Scientifica","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99588400","0","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592497","Tecnica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99608841","TECNICA AERONAUTICA","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99798877","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99590486","0","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99738379","TECNICA INDUSTRIALE","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","#N/A","#N/A","#N/A"
"99605513","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99591852","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99605605","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99608995","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99597742","Linguistica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99600821","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99603232","TECNICA INDUSTRIALE","ITALIANA","Ing - Civ","INGEGNERIA CIVILE E AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609685","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596848","Artistica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99633881","Artistica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99598906","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99594701","TECNICA PER GEOMETRA","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Attiva Triennale","#N/A","#N/A","#N/A"
"99626789","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99627008","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99657347","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99604886","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99626707","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99798780","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99813845","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99804964","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99618669","TECNICA INDUSTRIALE","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99592522","Artistica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594377","Artistica","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","S","#N/A","#N/A","#N/A"
"99591066","ESTERA","PERUVIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Attiva Triennale","#N/A","#N/A","#N/A"
"99594275","Artistica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99624578","Scientifica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99599611","Classica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99870941","Artistica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99602836","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99618340","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601871","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99607281","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA FISICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99654151","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99659809","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99608591","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99658928","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99658741","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99605289","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99607170","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99621992","Artistica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99602844","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99603787","Scientifica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA DELLE COSTRUZIONI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99593232","TECNICA INDUSTRIALE","ITALIANA","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99598989","Artistica","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99623416","Artistica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99625065","Scientifica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99592496","Linguistica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99599648","Artistica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99595273","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609940","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99607870","TECNICA COMMERCIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99605034","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99602806","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Attiva Triennale","#N/A","#N/A","#N/A"
"99615565","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99656580","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99626674","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99626824","Classica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Disattivata Triennale","#N/A","#N/A","#N/A"
"99608130","Scientifica","RUMENA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99603868","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595515","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99608041","Classica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Attiva Triennale","#N/A","#N/A","#N/A"
"99609692","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99660973","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99624761","TECNICA PER GEOMETRA","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99656877","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595599","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99611866","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99656749","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Disattivata Triennale","#N/A","#N/A","#N/A"
"99606482","Linguistica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99658000","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Laurea Triennale Ing - Civ","#N/A","#N/A","#N/A"
"99659915","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99647279","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99651458","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99658146","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594291","Scientifica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99598042","Scientifica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99598565","Classica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99659163","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99598960","Artistica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99625004","Artistica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99600595","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99662704","TECNICA COMMERCIALE","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Attiva Triennale","#N/A","#N/A","#N/A"
"99658774","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99609783","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99620403","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99657850","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99595774","Artistica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99604544","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99622311","Classica","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99598237","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99592630","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595747","Scientifica","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99591729","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","S","#N/A","#N/A","#N/A"
"99595176","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99598508","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99600011","TECNICA COMMERCIALE","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592449","Professionale","ITALIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99625630","Artistica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99605863","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99594418","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99603700","Tecnica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609751","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609513","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99690686","Scientifica","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99626627","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99626629","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99626520","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99600774","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLA PRODUZIONE INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99801131","TECNICA PER GEOMETRA","ITALIANA","Ing - Civ","INGEGNERIA CIVILE E AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597654","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99619735","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99808917","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99622730","TECNICA PER GEOMETRA","ITALIANA","Ing - Civ","INGEGNERIA CIVILE E AMBIENTALE","Laurea Triennale Ing - Civ","#N/A","#N/A","#N/A"
"99622626","TECNICA PER GEOMETRA","ITALIANA","Ing - Civ","INGEGNERIA CIVILE E AMBIENTALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99596982","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601691","TECNICA COMMERCIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99605010","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLA PRODUZIONE INDUSTRIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99609028","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99610488","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLA PRODUZIONE INDUSTRIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99610450","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","S","#N/A","#N/A","#N/A"
"99592031","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99597633","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99597382","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601466","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595306","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99594235","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99592874","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","URBANISTICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99594144","Scientifica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99623079","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99594568","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99597171","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99619544","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99737579","TECNICA PER GEOMETRA","ALBANESE","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99596804","Scientifica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99608114","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99798134","TECNICA INDUSTRIALE","PERUVIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99623804","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99811271","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Laurea Triennale Ing - Civ","#N/A","#N/A","#N/A"
"99609005","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Attiva Triennale","#N/A","#N/A","#N/A"
"99600426","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597823","Artistica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99594470","Scientifica","ITALIANA","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99600524","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
